fecha,hora,destino,compañia,tipo_vuelo,tipo_avion,registro,id_aeronave,total_ocupantes,pasajeros_a_bordo,tripulacion_a_bordo,fallecidos,pasajeros_fallecidos,tripulacion_fallecida,fallecidos_en_tierra,resumen,pais,anio,mes,categoria,sobrevivientes
1961-12-04,12:30,"Mainz, Germany",Lufthansa,Training,Boeing 720-030B,D-ABOK,18058/202,3.0,0.0,3.0,3.0,0.0,3.0,0.0,Crashed into an open field in a steep dive after attempting an emergency landing.,Germany,1961,12,collision,0.0
1961-12-15,11:00,"Managua, Nicaragua",Lanica,Managua - Miami,Curtiss C-46,AN-AOE,sin dato,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The cargo plane cashed while attempting to land. Shifting cargo.,Nicaragua,1961,12,other cause,0.0
1961-12-21,23:34,"Ankara, Turkey",British European Airways,Ankara - Nicosia,de Havilland Comet 4B,G-ARJM,06456,34.0,27.0,7.0,27.0,20.0,7.0,0.0,"Shortly after taking off from Esenboga Airport, the aircraft assumed an excessively steep climbing angle, stalled and crashed. The probable cause of the accident was the obstruction of the pitch pointer in the captain's director horizon which led him to make an excessively steep climb. One of three screws had worked its way loose and blocked the pointer on the dial from indicating the correct pitch.",Turkey,1961,12,collision,7.0
1961-12-24,10:50,"Old Harbor, Kodiak Island, Alaska",Kodiak Airways,Old Harbor - Kaguyak,Grumman G-21A Goose,N1503V,1020,5.0,4.0,1.0,1.0,1.0,0.0,0.0,"Crashed shortly after initial lift-off while making a water takeoff from Old Harbor. Improperly executed takeoff  which resulted in an inadvertent descent into the water. This produced a high-speed low-angle porpoising from which the pilot was unable to recover.",Alaska,1961,12,collision,4.0
1962-01-22,15:16,"Caranavi ,Bolivia",Corporacion Boliviano de Fomento,sin dato,Curtiss C-46D,CP-541,33579,6.0,2.0,4.0,6.0,2.0,4.0,0.0,"The cargo plane's right wing tip struck a wall and then the plane crashed into a tree. Pilot error in failing to discontinue takeoff, even after the right wing tip hit the well and broke off, while the aircraft was on the ground during the takeoff run.",Bolivia,1962,1,collision,0.0
1962-02-04,10:05,"Near Tino Maria, Peru",Faucett,Huanuco - Pucallpa,Douglas DC-3,OB-PBH-530,7331,18.0,15.0,3.0,18.0,15.0,3.0,0.0,"While flying at FL 150, the pilot radioed he was returning to Huanuco because of bad weather. Soon after, the plane was seen spiraling towards the ground and witnesses heard the engines accelerate before the aircraft hit a hill. Separation of the left elevator in flight.",Peru,1962,2,other cause,0.0
1962-02-25,14:35,"Municipio de Marulanda, Colombia",Avianca,Manizales - Bogota,Douglas C-47A,HK-502,19653,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"After taking off the crew of the cargo plane declared an emergency and crashed shortly after. The faulty procedure on the part of the pilot who made the en route climb from Manizales to San Felix at a low altitude, so that the aircraft became trapped in a canyon and crashed in the San Felix pass at La Aguadita after stalling during a turn at 9,000 ft.",Colombia,1962,2,collision,0.0
1962-03-06,14:15,"Near Seymour, South Africa",South African Airways,Grahamtown - Queentown,Douglas DC-3,ZS-DJC,16189/32937,7.0,3.0,4.0,2.0,0.0,2.0,0.0,"Crashed into a mountain. Error in judgement by the pilot-in-command who attempted a low visual flight, beneath the cloud base, near mountains, in deteriorating weather conditions.",sin dato,1962,3,collision,5.0
1962-03-08,17:30,"Near Alencon, France",Military - U.S. Air Force,Training exercise,Lockheed C-130A Hercules,55-0020,3047,15.0,13.0,2.0,15.0,13.0,2.0,0.0,The transport was taking part in a parachute drop mission with five other aircraft when it crashed.,France,1962,3,collision,0.0
1962-03-08,23:00,"Rome, Italy",Societa Aerea Mediterranea,Khartoum - Rome,Douglas DC-6B,I-DIMO,44254/456,5.0,0.0,5.0,5.0,0.0,5.0,0.0,The cargo plane crashed into Mt. Velino while en route.  Premature descent on part of the crew.,Italy,1962,3,collision,0.0
1962-03-08,17:43,"Mt. Medetsiz, Turkey",Turkish Airlines (THY),Ankara - Adana,Fairchild F-27,TC-KOP,0083,11.0,8.0,3.0,11.0,8.0,3.0,0.0,"Crashed into a mountain at an altitude of 6,800 ft. while en route in poor weather. In avoiding cumulus clouds and turbulent conditions the pilot was not able to keep track of his exact position or maintain exact altitude.",Turkey,1962,3,collision,0.0
1962-03-15,01:14,"Adak, Alaska",Flying Tiger Line,"Cold Bay, AK - Adak, AK",Lockheed 1049H Super Constellation,N6911C,4804,7.0,0.0,7.0,1.0,0.0,1.0,0.0,"Crashed into a rock embankment, 328 ft. short of runway threshold while attempting to land on Runway 23 and after being warned by ATC that the plane was below the glidepath. The main gear and right wing separated from the plane and a fire ensued. The pilot's misjudgment of distance and altitude during the final approach.",Alaska,1962,3,collision,6.0
1962-03-20,20:30,Algeria,Military - French Air Force,Ouargla - Boufarik,Nord 2501 Noratlas,204,204,11.0,8.0,3.0,11.0,8.0,3.0,0.0,"While approaching Boufarik AFB by night and poor weather conditions, the plane struck the slope of a mountain located near Col des Deux Bassins, about 38 km southeast of Boufarik Airfield.",sin dato,1962,3,other cause,0.0
1962-03-27,17:45,"Santiago de Cuba, Cuba",Cubana de Aviacion,Santiago de Cuba - Havana,Ilyushin IL-14,CU-T819,sin dato,22.0,18.0,4.0,22.0,18.0,4.0,0.0,Crashed shortly after takeoff into the sea 1 mile offshore and sank. The weather was clear.,Cuba,1962,3,collision,0.0
1962-04-06,15:00,"Near Villavicencio, Colombia",Military - Colombian Air Force,Bogota - Araracuara - Villavicencio,Douglas C-47,FAC-563,sin dato,31.0,26.0,5.0,31.0,26.0,5.0,0.0,"Due to winds, the aircraft was 10 degrees off course as it prepared to land at Villavicencio and crashed into a 11,500 ft. mountain.",Colombia,1962,4,collision,0.0
1962-04-22,10:45,"Serrania del Baudo, Colombia",AVISPA,Bahia Solano - Quibdo,Douglas C-47A-1,HK-524,12075,40.0,36.0,4.0,40.0,36.0,4.0,0.0,"Nothing was heard from the aircraft after departing Bahia Solano. The wreckage was found 4 days later, 31 miles from the airport on Bonito Peak at an elevation of 2,400ft.",Colombia,1962,4,other cause,0.0
1962-05-06,13:29,"St. Boniface Down, England",Channel Airways,"Jersey, Channel Islands - Portsmouth, England",Douglas C-47A,G-AGZB,12180,18.0,15.0,3.0,12.0,9.0,3.0,0.0,"The plane descended to 1,000 ft while approaching Portsmouth in low clouds and drizzle and stuck St. Boniface and bust into flames. Pilot error. Crew flew below minimum safe altitude.",England,1962,5,pilot error,6.0
1962-05-09,19:30,"Vitoria, Brazil",Cruzeiro,Rio de Janerio - Vitoria,Convair CV-240-0,PP-CEZ,025,25.0,22.0,3.0,23.0,20.0,3.0,0.0,Crashed into trees short of the runway while on approach. Approach not carried out in accordance with company procedures and misjudgement of his distance from the runway.,Brazil,1962,5,collision,2.0
1962-05-12,10:55,"Godthaab, Greenland",East Provincial Airways,Sondre Stromfjord - Godthab,Consolidated Catalina,CF-IHA,CV-365,21.0,18.0,3.0,15.0,15.0,0.0,0.0,"While landing on the water, the plane abruptly swerved to the right and sank in a short period of time. Because of a malfunction, the nose wheel doors were not closed and locked. The doors were torn off in the landing, allowing water to enter the wheel well severely damaging the aircraft.",Greenland,1962,5,other cause,6.0
1962-05-22,11:40,"Near Markt Schwaben, West Germany",Military - U.S. Navy,sin dato,Lockheed C121J,131390,4310,26.0,22.0,4.0,26.0,22.0,4.0,0.0,"After departing Rhein-Main Air Base, the pilot sent a distress message requesting an emergency landing.  Soon after, the aircraft disintegrated losing it's left wing. Some sort of undetermined emergency led to explosive decompression which led to the destruction of the plane.",sin dato,1962,5,other cause,0.0
1962-05-24,18:53,"Bitter, Russia",Aeroflot,Bitter - Moscow,Li-2,CCCP-54997,23443509,21.0,17.0,4.0,20.0,16.0,4.0,0.0,The plane lost an engine on take off and crashed 7 km southeast of the Airport.,Russia,1962,5,collision,1.0
1962-06-04,05:33,"Sofia, Bulgaria",Aeroflot,Sofia - Moscow,Tupolev Tu-104B,CCCP-42491,021604,5.0,0.0,5.0,5.0,0.0,5.0,0.0,The cargo plane struck a mountain after losing an engine.,Bulgaria,1962,6,other cause,0.0
1962-07-06,12:15,"Near Tashkent, Uzbekistan, USSR",Aeroflot,Bukhara - Tashkent,Ilyushin IL-14,CCCP-91554,147001216,38.0,33.0,5.0,11.0,11.0,0.0,0.0,"The crew reported losing the right engine. The plane lost altitude as the crew tried to make it to Tashkent. The aircraft  crashed into a cotton field, broke in three and caught fire.",USSR,1962,7,collision,27.0
1962-07-09,23:42,"Off Brindisi, Italy",Trans Mediterranean Airways,sin dato,Douglas DC-4,OD-AEC,42918,6.0,0.0,6.0,6.0,0.0,6.0,0.0,"The cargo plane descended and crashed into the ocean attempting to take off. A loss of power on the No.1 and 2 engines following takeoff, which resulted in a gradual loss of height. The probable slow psycho-physical reaction of the crew, due to fatigue, may have prevented perception of the danger and the timely execution of maneuvers to prevent the accident, or minimize its consequences.",Italy,1962,7,collision,0.0
1962-07-19,15:45,"Near Bangkok, Thailand",United Arab Airlines,Hong Kong - Bangkok,de Havilland Comet 4C,SU-AMW,06464,26.0,18.0,8.0,26.0,18.0,8.0,0.0,"Crashed into a jungle on the side of a mountain, 52 nm from the Bangkok airport while on approach. Premature descent. Navigational error.",Thailand,1962,7,collision,0.0
1962-08-01,13:15,"Near Kathmandu, Nepal",Royal Nepal Airlines,Katmandu - New Deli,Douglas DC-3,9N-AAH,6216,10.0,6.0,4.0,10.0,6.0,4.0,0.0,"Crashed into a 11,200 ft. mountain, 100 miles from New Deli. Dirfted off course to the north of the intended track.",Nepal,1962,8,collision,0.0
1962-08-23,15:57,"Barrancabermeja, Colombia",Taxader Airlines,Berranca Bermeja - Bucaramanga,Douglas DC-3,HK-794,4551,32.0,29.0,3.0,20.0,18.0,2.0,0.0,"While taking off, the aircraft began to veer to the left. The pilot corrected to avoid a collision with the T wind indicator and crossed into the parking apron. The pilot applied full power and decided to take off from the apron. The starboard wing struck two helicopters, cart wheeled and burst into flames. Pilot error. Poor flight technique, faulty judgment in trying to take off outside of the main runway.",Colombia,1962,8,collision,12.0
1962-09-04,21:00,"Near Lake Milton, Ohio",Private - Ashland Oil Company,Buffalo - Ashland,Lockheed 18 Lodestar,N1000F,2463,13.0,11.0,2.0,13.0,11.0,2.0,0.0,"The aircraft lost its right wing in flight, crashed and burned in a field. Malfunction of the electric elevator trim tab unit which resulted in aircraft uncontrollability and subsequent structural failure of the wing.",Ohio,1962,9,collision,0.0
1962-09-10,11:05,"Near Alcoche, Bolivia",Aerolineas Abaroa,Caranavi - Rurrenabaque,Douglas C-47A,CP-710,20230,4.0,2.0,2.0,4.0,2.0,2.0,0.0,"The failure of the left engine and execution of a sharp 180 degree turn to the left of the original flight path. This was the only possible maneuver since the valley ahead narrowed and a turn to the right could not be effected, because the aircraft was close to - and below the altitude of - a mountain on that side.",Bolivia,1962,9,other cause,0.0
1962-09-10,09:10,"Brno, Czechoslovakia",Ceskoslovenske Aerolinie,Bratislava - Brno,Avia 14,OK-MCT,90807103,34.0,31.0,3.0,11.0,8.0,3.0,0.0,Crashed on approach.,Czechoslovakia,1962,9,collision,23.0
1962-09-18,06:32,"Yakut, Russia",Aeroflot,Chersky - Bilibino,Aeroflot,CCCP-61628,146000929,32.0,27.0,5.0,32.0,27.0,5.0,0.0,Collided with a mountain while en route. Crew error. Flew below minimums into a cloud covered mountainous area.,Russia,1962,9,other cause,0.0
1962-10-10,18:30,"Bagotville, Quebec, Canada",Trans Canada Air Lines,Sept-Îles- Bagotville,Vickers 757 Viscount,CF-THA,218,19.0,15.0,4.0,2.0,1.0,1.0,0.0,"Collided with a RCAF CF-101B Voodoo fighter plane on the runway. The controller having assumed in error that the Viscount was turning off at the high speed taxi strip, cleared the Voodoo aircraft for takeoff before the Viscount was clear of the active runway. The Voodoo collided with the tail of the Viscount, killing a stewardess and one passenger. The Voodoo caught fire but continued to fly. It climbed to 1,200 feet where both crew members ejected safely.",Canada,1962,10,fire,17.0
1962-10-10,08:57,"Brno, Czechoslovakia",Czechoslovak Airlinex,Bratislava - Brno,Avia 14,OK-MCT,908 071 03,42.0,38.0,4.0,13.0,10.0,3.0,0.0,"On final, the airplane struck the top of a hill and crashed by a house located near the village of Slavkov, about 6 km from the runway 28 threshold.",Czechoslovakia,1962,10,collision,29.0
1962-10-19,20:52,"Windsor Locks, Connecticut",Allegheny Airlines,"Washington D.C. - Providence, RI",Convair CV-340/440,N8415N,125,52.0,48.0,4.0,1.0,0.0,1.0,0.0,"Following departure from Philadelphia, a high frequency whistling noise was heard and inspection revealed an escape of air at the lower aft corner of the rear service door. Pillow cases were placed in this area to reduce the air noise but no further action was taken. While the aircraft was descending through 4,000 feet the door blew out. The ensuing outward rush of air ejected a flight attendant who was near the door opening. Undetected insecure latching of the rear service door, resulting in an inflight explosive decompression which ejected a flight attendant from the aircraft.",Connecticut,1962,10,other cause,51.0
1962-10-25,10:33,"Near Moscow, Russia",Aeroflot,Maintenance flight,Tupolev TU-104B,CCCP-42495,021703,11.0,6.0,5.0,11.0,6.0,5.0,0.0,Crashed on takeoff on a test flight. Rudder controls improperly installed.,Russia,1962,10,collision,0.0
1962-11-10,14:37,"Near Tourane, South Vietnam",Air Vietnam (South Vietnam),Hue - Da Nang,Douglas DC-3,XV-NID,16074/3282,27.0,24.0,3.0,27.0,24.0,3.0,0.0,"Crashed into 1,800 ft. mountain, 12 miles from the Da Nang airport. Navigational error in poor weather conditions.",sin dato,1962,11,collision,0.0
1962-11-23,12:24,"Ellicott City, Maryland",United Air Lines,Newark - Washington D.C.,Vickers Viscount 745D,N7430,128,18.0,14.0,4.0,18.0,14.0,4.0,0.0,"The aircraft penetrated a flock of Whistling Swans at 6,000 ft. One, estimated to be 13 pounds, struck the leading edge of the left horizontal stabilizer, weakening the structure and causing it to detach. The aircraft lost control and broke-up in mid-air and crashed. Separation of the horizontal stabilizers, which had been weakened by a collision with a Whistling Swan.",Maryland,1962,11,collision,0.0
1962-11-23,14:10,"Le Bourget, France",Malev Hungarian Airlines,Frankfurt - Paris,Ilyushin IL-18D,HA-MOD,180002002,21.0,13.0,8.0,21.0,13.0,8.0,0.0,"Stalled and crashed during approach, 0.5 miles from the outer marker. Cause undetermined.",France,1962,11,collision,0.0
1962-11-26,12:09,"Paraibuna, Brazil",VASP / Private,Sao Paulo - Rio de Janeiro,Saab Scandia / Cessna 310,PP-SRA,107,26.0,21.0,5.0,26.0,21.0,5.0,0.0,"Midair collision with a Cessna at 2,400 m. Twenty-three killed on the Saab, three on the Cessna. Both pilots failed to maintain adequate lookouts for other aircraft.",Brazil,1962,11,collision,0.0
1962-11-30,21:45,"New York, New York",Eastern Air Lines,Charlotte - New York City,Douglas DC-7B,N815D,45084/711,51.0,45.0,6.0,25.0,21.0,4.0,0.0,"The aircraft was 1,000 ft past the ILS touchdown point and at an altitude of 25 ft. when a loss of visual reference caused the crew to abandon their approach. The landing gear was retracted, 20 degrees flaps selected and climb power applied.  At 3,500 ft. from the threshold, in a 6 degree left bank and speed of 135 knots the No. 1 and 2 propellers struck the ground. The aircraft hit a mound of earth and broke up. Crew failed to follow approved procedures. Technique employed by the crew during abandonment of the approach under fog conditions that were not adequately reported.",sin dato,1962,11,other cause,26.0
1962-12-06,17:00,"Barrancabermeja, Colombia",Taxader Airlines,Bucaramanga - Barrancabermeja,Douglas C-47,HK-437E,4697,26.0,23.0,3.0,24.0,21.0,3.0,0.0,Crashed in heavy rain while en route. Pilot error. Flight under VFR in IFR conditions.,Colombia,1962,12,collision,2.0
1962-12-14,22:12,"Burbank, California",Flying Tiger Line,Chicago - Burbank,Lockheed 1049H Super Constellation,N6913C,4810,5.0,3.0,2.0,5.0,3.0,2.0,3.0,The aircraft crashed during an ILS approach to Burbank Airport. Incapacitation of the captain with a heart attack at a critical point in the approach from which the co-pilot could not recover.,California,1962,12,collision,0.0
